,Close,Volume,S&P Returns,TermSpread,VIX_t-1,VIX_t-5,VIX_t-22,S&P Returns_t-1,Volume_t-1,TermSpread_t-1
1993-04-28,13.119999885559082,267980000.0,2.2783150668725938e-05,2.1700000000000004,13.930000305175781,13.465999984741211,12.769090912558816,0.010310469928036525,284140000.0,2.1399999999999997
1993-04-29,12.800000190734863,249760000.0,0.00198626924932066,2.2,13.119999885559082,13.668000030517579,12.810454541986639,2.2783150668725938e-05,267980000.0,2.1700000000000004
1993-04-30,12.420000076293945,247460000.0,0.00296198990539831,2.2199999999999998,12.800000190734863,13.692000007629394,12.818181818181818,0.00198626924932066,249760000.0,2.2
1993-05-03,12.899999618530273,224970000.0,0.005156839094668131,2.21,12.420000076293945,13.504000091552735,12.826818206093527,0.00296198990539831,247460000.0,2.2199999999999998
1993-05-04,12.140000343322754,268310000.0,0.003593536971923106,2.17,12.899999618530273,13.034000015258789,12.84363638270985,0.005156839094668131,224970000.0,2.21
1993-05-05,12.380000114440918,274240000.0,0.0010584421430550606,2.13,12.140000343322754,12.676000022888184,12.80363637750799,0.003593536971923106,268310000.0,2.17
1993-05-06,13.220000267028809,255460000.0,-0.002834471518013415,2.09,12.380000114440918,12.52800006866455,12.707272746346213,0.0010584421430550606,274240000.0,2.13
1993-05-07,13.010000228881836,223570000.0,-0.0021432391510652904,2.13,13.220000267028809,12.61200008392334,12.666363672776656,-0.002834471518013415,255460000.0,2.09
1993-05-10,13.720000267028809,235580000.0,0.0011077982344500636,2.0999999999999996,13.010000228881836,12.730000114440918,12.610454602675004,-0.0021432391510652904,223570000.0,2.13
1993-05-11,13.350000381469727,218480000.0,0.0035230298139103944,2.0999999999999996,13.720000267028809,12.894000244140624,12.614090962843461,0.0011077982344500636,235580000.0,2.0999999999999996
1993-05-12,13.5600004196167,255680000.0,0.0009901936625957841,2.14,13.350000381469727,13.13600025177002,12.637727347287266,0.0035230298139103944,218480000.0,2.0999999999999996
1993-05-13,14.760000228881836,293920000.0,-0.012522430214708447,2.1099999999999994,13.5600004196167,13.372000312805175,12.711818261580033,0.0009901936625957841,255680000.0,2.14
1993-05-14,14.390000343322754,252910000.0,0.0007512842110324325,2.06,14.760000228881836,13.680000305175781,12.85090918974443,-0.012522430214708447,293920000.0,2.1099999999999994
1993-05-17,14.130000114440918,227580000.0,0.0018427462987820054,2.0200000000000005,14.390000343322754,13.956000328063965,12.970454649491744,0.0007512842110324325,252910000.0,2.06
1993-05-18,14.1899995803833,264300000.0,-0.00011351316738883455,2.0700000000000003,14.130000114440918,14.038000297546386,13.114545562050559,0.0018427462987820054,227580000.0,2.0200000000000005
1993-05-19,14.289999961853027,342420000.0,0.016465297691234948,2.08,14.1899995803833,14.206000137329102,13.246363726529209,-0.00011351316738883455,264300000.0,2.0700000000000003
1993-05-20,13.979999542236328,289160000.0,0.006747523212573547,2.0599999999999996,14.289999961853027,14.352000045776368,13.347727342085404,0.016465297691234948,342420000.0,2.08
1993-05-21,14.510000228881836,279120000.0,-0.010541734256430457,2.0200000000000005,13.979999542236328,14.195999908447266,13.440454613078725,0.006747523212573547,289160000.0,2.0599999999999996
1993-05-24,14.100000381469727,197990000.0,0.004844795621414821,1.9699999999999998,14.510000228881836,14.219999885559082,13.549545548178934,-0.010541734256430457,279120000.0,2.0200000000000005
1993-05-25,14.039999961853027,222090000.0,0.0018973350524902344,1.9799999999999995,14.100000381469727,14.213999938964843,13.614091006192295,0.004844795621414821,197990000.0,1.9699999999999998
1993-05-26,12.880000114440918,274230000.0,0.01022612515422816,1.92,14.039999961853027,14.184000015258789,13.645000110973012,0.0018973350524902344,222090000.0,1.9799999999999995
1993-05-27,13.100000381469727,300810000.0,-0.002271521642888019,1.8900000000000006,12.880000114440918,13.902000045776367,13.537272843447598,0.01022612515422816,274230000.0,1.92
1993-05-28,13.470000267028809,207820000.0,-0.004907055995077347,1.92,13.100000381469727,13.726000213623047,13.499545574188232,-0.002271521642888019,300810000.0,1.8900000000000006
1993-06-01,13.670000076293945,229690000.0,0.008085439727935961,1.9100000000000001,13.470000267028809,13.518000221252441,13.515454682436856,-0.004907055995077347,207820000.0,1.92
1993-06-02,13.479999542236328,295560000.0,4.411240297530483e-05,1.88,13.670000076293945,13.432000160217285,13.555000131780451,0.008085439727935961,229690000.0,1.9100000000000001
1993-06-03,13.539999961853027,285570000.0,-0.002996619700012526,1.88,13.479999542236328,13.320000076293946,13.603181925686924,4.411240297530483e-05,295560000.0,1.88
1993-06-04,12.859999656677246,226440000.0,-0.005370268355599617,1.8000000000000007,13.539999961853027,13.452000045776368,13.632272850383412,-0.002996619700012526,285570000.0,1.88
1993-06-07,14.069999694824219,236920000.0,-0.005265953717379479,1.7800000000000002,12.859999656677246,13.40399990081787,13.665000091899525,-0.005370268355599617,226440000.0,1.8000000000000007
1993-06-08,14.739999771118164,240640000.0,-0.0066564162033485585,1.7599999999999998,14.069999694824219,13.523999786376953,13.74181825464422,-0.005265953717379479,236920000.0,1.7800000000000002
1993-06-09,13.960000038146973,249030000.0,0.002406078893612662,1.7800000000000002,14.739999771118164,13.737999725341798,13.810909141193736,-0.0066564162033485585,240640000.0,1.7599999999999998
1993-06-10,13.3100004196167,232600000.0,-0.000897289913364685,1.7800000000000002,13.960000038146973,13.833999824523925,13.854090950705789,0.002406078893612662,249030000.0,1.7800000000000002
1993-06-11,12.710000038146973,256750000.0,0.004221125470837306,1.8199999999999994,13.3100004196167,13.78799991607666,13.835454594005238,-0.000897289913364685,232600000.0,1.7800000000000002
1993-06-14,12.329999923706055,210440000.0,0.0010060852292359534,1.8399999999999999,12.710000038146973,13.757999992370605,13.80636366930875,0.004221125470837306,256750000.0,1.8199999999999994
1993-06-15,11.989999771118164,234110000.0,-0.0032163732525293254,1.8499999999999996,12.329999923706055,13.410000038146972,13.750454555858266,0.0010060852292359534,210440000.0,1.8399999999999999
1993-06-16,11.869999885559082,267500000.0,0.0025993315496593006,1.87,11.989999771118164,12.860000038146973,13.624545444141734,-0.0032163732525293254,234110000.0,1.8499999999999996
1993-06-17,11.65999984741211,239810000.0,0.0024808704988736885,1.8499999999999996,11.869999885559082,12.442000007629394,13.50999996878884,0.0025993315496593006,267500000.0,1.87
1993-06-18,12.239999771118164,300500000.0,-0.010835189228507569,1.8099999999999996,11.65999984741211,12.111999893188477,13.39772722937844,0.0024808704988736885,239810000.0,1.8499999999999996
1993-06-21,12.25,223650000.0,0.005724866090092151,1.7599999999999998,12.239999771118164,12.017999839782714,13.309090874411844,-0.010835189228507569,300500000.0,1.8099999999999996
1993-06-22,11.649999618530273,259530000.0,-0.0006499227827719833,1.7599999999999998,12.25,12.001999855041504,13.216363603418523,0.005724866090092151,223650000.0,1.7599999999999998
1993-06-23,12.039999961853027,278260000.0,-0.006144440336775303,1.71,11.649999618530273,11.933999824523926,13.11045451597734,-0.0006499227827719833,259530000.0,1.7599999999999998
1993-06-24,12.25,267450000.0,0.007739327730513779,1.7299999999999995,12.039999961853027,11.967999839782715,12.99818177656694,-0.006144440336775303,278260000.0,1.71
1993-06-25,11.25,210430000.0,0.0021942837245139124,1.7400000000000002,12.25,12.085999870300293,12.914090850136496,0.007739327730513779,267450000.0,1.7299999999999995
1993-06-28,11.109999656677246,242090000.0,0.009495084767753736,1.7400000000000002,11.25,11.88799991607666,12.787272670052268,0.0021942837245139124,210430000.0,1.7400000000000002
1993-06-29,11.289999961853027,276310000.0,-0.0025672317061862238,1.7599999999999998,11.109999656677246,11.65999984741211,12.706818103790283,0.009495084767753736,242090000.0,1.7400000000000002
1993-06-30,11.260000228881836,281120000.0,-0.000355019328679651,1.7699999999999996,11.289999961853027,11.58799991607666,12.62454535744407,-0.0025672317061862238,276310000.0,1.7599999999999998
1993-07-01,11.510000228881836,292040000.0,-0.003351629790949162,1.8099999999999996,11.260000228881836,11.431999969482423,12.52409081025557,-0.000355019328679651,281120000.0,1.7699999999999996
1993-07-02,11.329999923706055,220750000.0,-0.007082073746352613,1.8299999999999996,11.510000228881836,11.284000015258789,12.425908999009566,-0.003351629790949162,292040000.0,1.8099999999999996
1993-07-06,13.869999885559082,234810000.0,-0.009891449170852606,1.7999999999999998,11.329999923706055,11.3,12.328181743621826,-0.007082073746352613,220750000.0,1.8299999999999996
1993-07-07,13.050000190734863,253170000.0,0.003171496997741663,1.7999999999999998,13.869999885559082,11.852000045776368,12.34318174015392,-0.009891449170852606,234810000.0,1.7999999999999998
1993-07-08,12.239999771118164,282910000.0,0.013120222777017743,1.7800000000000002,13.050000190734863,12.204000091552734,12.351818128065629,0.003171496997741663,253170000.0,1.7999999999999998
1993-07-09,10.800000190734863,235210000.0,-0.0011814133371280677,1.7799999999999998,12.239999771118164,12.4,12.268636313351719,0.013120222777017743,282910000.0,1.7800000000000002
1993-07-12,10.850000381469727,202310000.0,0.0019415448510549105,1.7599999999999998,10.800000190734863,12.257999992370605,12.089545423334295,-0.0011814133371280677,235210000.0,1.7799999999999998
1993-07-13,11.020000457763672,236720000.0,-0.00198230350273787,1.7400000000000002,10.850000381469727,12.16200008392334,11.948181802576238,0.0019415448510549105,202310000.0,1.7599999999999998
1993-07-14,10.779999732971191,297430000.0,0.004441050348453768,1.7499999999999996,11.020000457763672,11.592000198364257,11.844090895219283,-0.00198230350273787,236720000.0,1.7400000000000002
1993-07-15,10.600000381469727,277810000.0,-0.001910738929122413,1.7299999999999995,10.779999732971191,11.138000106811523,11.756363608620383,0.004441050348453768,297430000.0,1.7499999999999996
1993-07-16,10.960000038146973,263100000.0,-0.007724502941262146,1.7199999999999998,10.600000381469727,10.810000228881837,11.677727265791459,-0.001910738929122413,277810000.0,1.7299999999999995
1993-07-19,11.460000038146973,216370000.0,0.0006281520567512633,1.7199999999999998,10.960000038146973,10.842000198364257,11.630909096110951,-0.007724502941262146,263100000.0,1.7199999999999998
1993-07-20,11.050000190734863,277420000.0,0.00286975939465961,1.6600000000000001,11.460000038146973,10.964000129699707,11.6122727394104,0.0006281520567512633,216370000.0,1.7199999999999998
1993-07-21,11.970000267028809,278590000.0,-0.00029063710518895114,1.6799999999999997,11.050000190734863,10.970000076293946,11.584545482288707,0.00286975939465961,277420000.0,1.6600000000000001
1993-07-22,11.6899995803833,249630000.0,-0.005970711914412674,1.6800000000000006,11.970000267028809,11.208000183105469,11.572272777557373,-0.00029063710518895114,278590000.0,1.6799999999999997
1993-07-23,11.319999694824219,222170000.0,0.005826632203977278,1.7000000000000002,11.6899995803833,11.426000022888184,11.546818213029342,-0.005970711914412674,249630000.0,1.6800000000000006
1993-07-26,11.319999694824219,222580000.0,0.004450883934710159,1.71,11.319999694824219,11.497999954223634,11.531818216497248,0.005826632203977278,222170000.0,1.7000000000000002
1993-07-27,11.34000015258789,256750000.0,-0.0018927299883030324,1.67,11.319999694824219,11.469999885559082,11.499090931632303,0.004450883934710159,222580000.0,1.71
1993-07-28,11.369999885559082,273100000.0,-0.0023424679097010515,1.6900000000000004,11.34000015258789,11.527999877929688,11.457727302204479,-0.0018927299883030324,256750000.0,1.67
1993-07-29,11.25,261240000.0,0.006820339847307677,1.6899999999999995,11.369999885559082,11.407999801635743,11.463181842457164,-0.0023424679097010515,273100000.0,1.6900000000000004
1993-07-30,11.729999542236328,254420000.0,-0.004686357048080403,1.7000000000000002,11.25,11.319999885559081,11.46954549442638,0.006820339847307677,261240000.0,1.6899999999999995
1993-08-02,11.470000267028809,230380000.0,0.004507595991480429,1.6599999999999993,11.729999542236328,11.401999855041504,11.489545475352894,-0.004686357048080403,254420000.0,1.7000000000000002
1993-08-03,11.489999771118164,253110000.0,-0.001954914794500384,1.6600000000000001,11.470000267028809,11.431999969482423,11.499090931632303,0.004507595991480429,230380000.0,1.6599999999999993
1993-08-04,11.710000038146973,230040000.0,-0.0016248146695767574,1.71,11.489999771118164,11.461999893188477,11.498181819915771,-0.001954914794500384,253110000.0,1.6600000000000001
1993-08-05,12.029999732971191,261900000.0,-0.0009140849295460329,1.7400000000000002,11.710000038146973,11.529999923706054,11.51545455239036,-0.0016248146695767574,230040000.0,1.71
1993-08-06,12.329999923706055,221170000.0,0.0012272951754537242,1.7700000000000005,12.029999732971191,11.685999870300293,11.431818181818182,-0.0009140849295460329,261900000.0,1.7400000000000002
1993-08-09,12.390000343322754,232750000.0,0.004546689351481836,1.7600000000000007,12.329999923706055,11.805999946594238,11.399090896953236,0.0012272951754537242,221170000.0,1.7700000000000005
1993-08-10,12.3100004196167,255520000.0,-0.00281768949732053,1.7200000000000006,12.390000343322754,11.989999961853027,11.405909104780717,0.004546689351481836,232750000.0,1.7600000000000007
1993-08-11,12.069999694824219,268330000.0,0.0022471447783198872,1.6500000000000004,12.3100004196167,12.154000091552735,11.4745454788208,-0.00281768949732053,255520000.0,1.7200000000000006
1993-08-12,12.380000114440918,278530000.0,-0.003329929468663062,1.71,12.069999694824219,12.226000022888183,11.529999993064187,0.0022471447783198872,268330000.0,1.6500000000000004
1993-08-13,12.1899995803833,214370000.0,0.0026283482176996387,1.7199999999999998,12.380000114440918,12.296000099182129,11.591818159276789,-0.003329929468663062,278530000.0,1.71
1993-08-16,12.010000228881836,233640000.0,0.00497620776087726,1.6999999999999997,12.1899995803833,12.268000030517578,11.655909061431885,0.0026283482176996387,214370000.0,1.7199999999999998
1993-08-17,11.59000015258789,261320000.0,0.001657898209259434,1.6800000000000006,12.010000228881836,12.192000007629394,11.71999996358698,0.00497620776087726,233640000.0,1.6999999999999997
1993-08-18,11.520000457763672,312940000.0,0.0064220061146953444,1.7100000000000004,11.59000015258789,12.047999954223632,11.748636332425205,0.001657898209259434,261320000.0,1.6800000000000006
1993-08-19,11.630000114440918,293330000.0,0.0008551533276732748,1.7099999999999995,11.520000457763672,11.938000106811524,11.751363624225963,0.0064220061146953444,312940000.0,1.7100000000000004
1993-08-20,11.619999885559082,276800000.0,-0.0005915233836608635,1.6800000000000002,11.630000114440918,11.788000106811523,11.777727257121693,0.0008551533276732748,293330000.0,1.7099999999999995
1993-08-23,12.149999618530273,212500000.0,-0.0020387422577936576,1.6299999999999994,11.619999885559082,11.67400016784668,11.761818148873068,-0.0005915233836608635,276800000.0,1.6800000000000002
1993-08-24,11.800000190734863,270700000.0,0.009972932183243355,1.65,12.149999618530273,11.702000045776368,11.782727241516113,-0.0020387422577936576,212500000.0,1.6299999999999994
1993-08-25,12.100000381469727,301650000.0,0.0007830347298503071,1.6599999999999997,11.800000190734863,11.744000053405761,11.804545445875688,0.009972932183243355,270700000.0,1.65
1993-08-26,12.140000343322754,254070000.0,0.001977709891666679,1.6,12.100000381469727,11.860000038146973,11.840000022541393,0.0007830347298503071,301650000.0,1.6599999999999997
1993-08-27,11.90999984741211,196140000.0,-0.001084504578199308,1.6100000000000003,12.140000343322754,11.96200008392334,11.876363667574795,0.001977709891666679,254070000.0,1.6
1993-08-30,11.739999771118164,194180000.0,0.00295302324733826,1.5800000000000005,11.90999984741211,12.020000076293945,11.900909120386297,-0.001084504578199308,196140000.0,1.6100000000000003
1993-08-31,11.850000381469727,252830000.0,0.003593859458853821,1.5700000000000003,11.739999771118164,11.938000106811524,11.923181837255305,0.00295302324733826,194180000.0,1.5800000000000005
1993-09-01,11.479999542236328,245040000.0,-0.0008844673057828434,1.58,11.850000381469727,11.948000144958495,11.928636420856822,0.003593859458853821,252830000.0,1.5700000000000003
1993-09-02,11.869999885559082,259870000.0,-0.0039943994988567155,1.58,11.479999542236328,11.823999977111816,11.929090933366256,-0.0008844673057828434,245040000.0,1.58
1993-09-03,11.15999984741211,197160000.0,8.672999345460397e-05,1.5999999999999996,11.869999885559082,11.769999885559082,11.946363665840842,-0.0039943994988567155,259870000.0,1.58
1993-09-07,12.899999618530273,229500000.0,-0.006112644354714369,1.5300000000000002,11.15999984741211,11.619999885559082,11.921363657171076,8.672999345460397e-05,197160000.0,1.5999999999999996
1993-09-08,13.239999771118164,283100000.0,-0.004078328452397639,1.4500000000000006,12.899999618530273,11.851999855041504,11.96090910651467,-0.006112644354714369,229500000.0,1.5300000000000002
1993-09-09,12.670000076293945,258070000.0,0.0018613951929851158,1.4699999999999998,13.239999771118164,12.129999732971191,12.002272735942494,-0.004078328452397639,283100000.0,1.4500000000000006
1993-09-10,11.699999809265137,269950000.0,0.0092240463840505,1.4900000000000002,12.670000076293945,12.367999839782716,12.014999996532094,0.0018613951929851158,258070000.0,1.4699999999999998
1993-09-13,12.15999984741211,244970000.0,0.0007363690916393217,1.44,11.699999809265137,12.333999824523925,11.987272696061568,0.0092240463840505,269950000.0,1.4900000000000002
1993-09-14,13.149999618530273,258650000.0,-0.0046747255194612425,1.46,12.15999984741211,12.533999824523926,11.991363612088291,0.0007363690916393217,244970000.0,1.44
1993-09-15,12.699999809265137,294410000.0,0.003696482343102492,1.4999999999999996,13.149999618530273,12.583999824523925,12.026363589546897,-0.0046747255194612425,258650000.0,1.46
1993-09-16,13.359999656677246,229700000.0,-0.0047010688887376695,1.4900000000000002,12.699999809265137,12.47599983215332,12.049545418132436,0.003696482343102492,294410000.0,1.4999999999999996
1993-09-17,13.390000343322754,381370000.0,-0.0013059793942078457,1.4899999999999998,13.359999656677246,12.61399974822998,12.110909028486772,-0.0047010688887376695,229700000.0,1.4900000000000002
1993-09-20,14.600000381469727,231130000.0,-0.008238342937295196,1.5,13.390000343322754,12.951999855041503,12.19272721897472,-0.0013059793942078457,381370000.0,1.4899999999999998
1993-09-21,17.299999237060547,300310000.0,-0.004614823958401959,1.5699999999999998,14.600000381469727,13.439999961853028,12.332727215506814,-0.008238342937295196,231130000.0,1.5
1993-09-22,13.75,298960000.0,0.007175184705623838,1.5500000000000003,17.299999237060547,14.269999885559082,12.59045444835316,-0.004614823958401959,300310000.0,1.5699999999999998
1993-09-23,13.359999656677246,275350000.0,0.003375664151987978,1.5499999999999998,13.75,14.479999923706055,12.687272635373203,0.007175184705623838,298960000.0,1.5500000000000003
1993-09-24,12.470000267028809,248270000.0,-0.00024027909710533368,1.52,13.359999656677246,14.479999923706055,12.742272637107156,0.003375664151987978,275350000.0,1.5499999999999998
1993-09-27,12.489999771118164,244920000.0,0.009112127407869819,1.4899999999999998,12.470000267028809,14.295999908447266,12.772727186029607,-0.00024027909710533368,248270000.0,1.52
1993-09-28,12.1899995803833,243320000.0,-0.0005846449129680575,1.4900000000000002,12.489999771118164,13.873999786376952,12.790454431013627,0.009112127407869819,244920000.0,1.4899999999999998
1993-09-29,12.630000114440918,277690000.0,-0.003076752175351971,1.5099999999999998,12.1899995803833,12.851999855041504,12.792727123607289,-0.0005846449129680575,243320000.0,1.4900000000000002
1993-09-30,12.989999771118164,280980000.0,-0.0025645882796472286,1.5100000000000002,12.630000114440918,12.627999877929687,12.825454408472234,-0.003076752175351971,277690000.0,1.5099999999999998
1993-10-01,11.829999923706055,256880000.0,0.005120620009631427,1.5,12.989999771118164,12.553999900817871,12.882272590290416,-0.0025645882796472286,280980000.0,1.5100000000000002
1993-10-04,12.850000381469727,229380000.0,0.00013006754845767965,1.4899999999999998,11.829999923706055,12.42599983215332,12.881363478573887,0.005120620009631427,256880000.0,1.5
1993-10-05,12.970000267028809,294570000.0,-0.00030342942725658517,1.4899999999999998,12.850000381469727,12.497999954223634,12.943636243993586,0.00013006754845767965,229380000.0,1.4899999999999998
1993-10-06,12.680000305175781,277070000.0,-0.0009974457078932852,1.4999999999999996,12.970000267028809,12.654000091552735,12.993636261333119,-0.00030342942725658517,294570000.0,1.4899999999999998
1993-10-07,13.140000343322754,255210000.0,-0.003385852306417303,1.5,12.680000305175781,12.664000129699707,13.062727191231467,-0.0009974457078932852,277070000.0,1.4999999999999996
1993-10-08,12.039999961853027,243600000.0,0.002460919249176463,1.48,13.140000343322754,12.694000244140625,13.073636315085672,-0.003385852306417303,255210000.0,1.5
